date,test,detection_rate,n_iterations
2000-03-16,ks,0.027,1000
2000-03-16,led,0.411,1000
2000-03-16,mwu,0.029,1000
2000-03-17,ad,0.03,1000
2000-03-17,chow,0.402,1000
2000-03-17,ks,0.029,1000
2000-03-17,led,0.413,1000
2000-03-17,mwu,0.027,1000
2000-03-18,ad,0.025,1000
2000-03-18,chow,0.402,1000
2000-03-18,ks,0.021,1000
2000-03-18,led,0.412,1000
2000-03-18,mwu,0.024,1000
2000-03-19,ad,0.019,1000
2000-03-19,chow,0.4,1000
2000-03-19,ks,0.026,1000
2000-03-19,led,0.415,1000
2000-03-19,mwu,0.02,1000
2000-03-20,ad,0.022,1000
2000-03-20,chow,0.399,1000
2000-03-20,ks,0.022,1000
2000-03-20,led,0.411,1000
2000-03-20,mwu,0.025,1000
2000-03-21,ad,0.033,1000
2000-03-21,chow,0.397,1000
2000-03-21,ks,0.029,1000
2000-03-21,led,0.417,1000
2000-03-21,mwu,0.03,1000
2000-03-22,ad,0.033,1000
2000-03-22,chow,0.397,1000
2000-03-22,ks,0.032,1000
2000-03-22,led,0.418,1000
2000-03-22,mwu,0.031,1000
2000-03-23,ad,0.023,1000
2000-03-23,chow,0.388,1000
2000-03-23,ks,0.027,1000
2000-03-23,led,0.409,1000
2000-03-23,mwu,0.031,1000
2000-03-24,ad,0.028,1000
2000-03-24,chow,0.386,1000
2000-03-24,ks,0.03,1000
2000-03-24,led,0.418,1000
2000-03-24,mwu,0.03,1000
2000-03-25,ad,0.026,1000
2000-03-25,chow,0.381,1000
2000-03-25,ks,0.027,1000
2000-03-25,led,0.429,1000
2000-03-25,mwu,0.024,1000
2000-03-26,ad,0.023,1000
2000-03-26,chow,0.393,1000
2000-03-26,ks,0.023,1000
2000-03-26,led,0.418,1000
2000-03-26,mwu,0.025,1000
2000-03-27,ad,0.029,1000
2000-03-27,chow,0.39,1000
2000-03-27,ks,0.026,1000
2000-03-27,led,0.425,1000
2000-03-27,mwu,0.028,1000
2000-03-28,ad,0.032,1000
2000-03-28,chow,0.398,1000
2000-03-28,ks,0.029,1000
2000-03-28,led,0.429,1000
2000-03-28,mwu,0.03,1000
2000-03-29,ad,0.031,1000
2000-03-29,chow,0.404,1000
2000-03-29,ks,0.03,1000
2000-03-29,led,0.43,1000
2000-03-29,mwu,0.034,1000
2000-03-30,ad,0.025,1000
2000-03-30,chow,0.401,1000
2000-03-30,ks,0.025,1000
2000-03-30,led,0.428,1000
2000-03-30,mwu,0.022,1000
2000-03-31,ad,0.029,1000
2000-03-31,chow,0.414,1000
2000-03-31,ks,0.025,1000
2000-03-31,led,0.428,1000
2000-03-31,mwu,0.029,1000
2000-04-01,ad,0.026,1000
2000-04-01,chow,0.412,1000
2000-04-01,ks,0.031,1000
2000-04-01,led,0.42,1000
2000-04-01,mwu,0.027,1000
2000-04-02,ad,0.024,1000
2000-04-02,chow,0.4,1000
2000-04-02,ks,0.024,1000
2000-04-02,led,0.424,1000
2000-04-02,mwu,0.026,1000
2000-04-03,ad,0.021,1000
2000-04-03,chow,0.404,1000
2000-04-03,ks,0.024,1000
2000-04-03,led,0.42,1000
2000-04-03,mwu,0.023,1000
2000-04-04,ad,0.024,1000
2000-04-04,chow,0.403,1000
2000-04-04,ks,0.029,1000
2000-04-04,led,0.418,1000
2000-04-04,mwu,0.023,1000
2000-04-05,ad,0.026,1000
2000-04-05,chow,0.401,1000
2000-04-05,ks,0.029,1000
2000-04-05,led,0.419,1000
2000-04-05,mwu,0.028,1000
2000-04-06,ad,0.022,1000
2000-04-06,chow,0.401,1000
2000-04-06,ks,0.026,1000
2000-04-06,led,0.425,1000
2000-04-06,mwu,0.022,1000
2000-04-07,ad,0.021,1000
2000-04-07,chow,0.401,1000
2000-04-07,ks,0.025,1000
2000-04-07,led,0.42,1000
2000-04-07,mwu,0.021,1000
2000-04-08,ad,0.021,1000
2000-04-08,chow,0.406,1000
2000-04-08,ks,0.026,1000
2000-04-08,led,0.418,1000
2000-04-08,mwu,0.02,1000
2000-04-09,ad,0.021,1000
2000-04-09,chow,0.407,1000
2000-04-09,ks,0.02,1000
2000-04-09,led,0.411,1000
2000-04-09,mwu,0.017,1000
2000-04-10,ad,0.016,1000
2000-04-10,chow,0.405,1000
2000-04-10,ks,0.024,1000
2000-04-10,led,0.414,1000
2000-04-10,mwu,0.02,1000
2000-04-11,ad,0.022,1000
2000-04-11,chow,0.406,1000
2000-04-11,ks,0.029,1000
2000-04-11,led,0.413,1000
2000-04-11,mwu,0.022,1000
2000-04-12,ad,0.025,1000
2000-04-12,chow,0.402,1000
2000-04-12,ks,0.032,1000
2000-04-12,led,0.417,1000
2000-04-12,mwu,0.021,1000
2000-04-13,ad,0.024,1000
2000-04-13,chow,0.388,1000
2000-04-13,ks,0.027,1000
2000-04-13,led,0.402,1000
2000-04-13,mwu,0.025,1000
2000-04-14,ad,0.024,1000
2000-04-14,chow,0.389,1000
2000-04-14,ks,0.029,1000
2000-04-14,led,0.408,1000
2000-04-14,mwu,0.027,1000
2000-04-15,ad,0.025,1000
2000-04-15,chow,0.395,1000
2000-04-15,ks,0.023,1000
2000-04-15,led,0.408,1000
2000-04-15,mwu,0.021,1000
2000-04-16,ad,0.029,1000
2000-04-16,chow,0.406,1000
2000-04-16,ks,0.02,1000
2000-04-16,led,0.415,1000
2000-04-16,mwu,0.031,1000
2000-04-17,ad,0.031,1000
2000-04-17,chow,0.404,1000
2000-04-17,ks,0.025,1000
2000-04-17,led,0.411,1000
2000-04-17,mwu,0.036,1000
2000-04-18,ad,0.024,1000
2000-04-18,chow,0.417,1000
2000-04-18,ks,0.017,1000
2000-04-18,led,0.423,1000
2000-04-18,mwu,0.022,1000
2000-04-19,ad,0.026,1000
2000-04-19,chow,0.425,1000
2000-04-19,ks,0.018,1000
2000-04-19,led,0.418,1000
2000-04-19,mwu,0.022,1000
2000-04-20,ad,0.023,1000
2000-04-20,chow,0.41,1000
2000-04-20,ks,0.019,1000
2000-04-20,led,0.426,1000
2000-04-20,mwu,0.028,1000
2000-04-21,ad,0.019,1000
2000-04-21,chow,0.412,1000
2000-04-21,ks,0.02,1000
2000-04-21,led,0.423,1000
2000-04-21,mwu,0.021,1000
2000-04-22,ad,0.023,1000
2000-04-22,chow,0.398,1000
2000-04-22,ks,0.023,1000
2000-04-22,led,0.411,1000
2000-04-22,mwu,0.026,1000
2000-04-23,ad,0.027,1000
2000-04-23,chow,0.374,1000
2000-04-23,ks,0.028,1000
2000-04-23,led,0.416,1000
2000-04-23,mwu,0.031,1000
2000-04-24,ad,0.032,1000
2000-04-24,chow,0.388,1000
2000-04-24,ks,0.028,1000
2000-04-24,led,0.416,1000
2000-04-24,mwu,0.03,1000
2000-04-25,ad,0.028,1000
2000-04-25,chow,0.403,1000
2000-04-25,ks,0.026,1000
2000-04-25,led,0.413,1000
2000-04-25,mwu,0.025,1000
2000-04-26,ad,0.024,1000
2000-04-26,chow,0.397,1000
2000-04-26,ks,0.023,1000
2000-04-26,led,0.416,1000
2000-04-26,mwu,0.027,1000
2000-04-27,ad,0.024,1000
2000-04-27,chow,0.4,1000
2000-04-27,ks,0.019,1000
2000-04-27,led,0.411,1000
2000-04-27,mwu,0.023,1000
2000-04-28,ad,0.025,1000
2000-04-28,chow,0.405,1000
2000-04-28,ks,0.024,1000
2000-04-28,led,0.418,1000
2000-04-28,mwu,0.028,1000
2000-04-29,ad,0.025,1000
2000-04-29,chow,0.411,1000
2000-04-29,ks,0.022,1000
2000-04-29,led,0.432,1000
2000-04-29,mwu,0.027,1000
2000-04-30,ad,0.022,1000
2000-04-30,chow,0.423,1000
2000-04-30,ks,0.024,1000
2000-04-30,led,0.428,1000
2000-04-30,mwu,0.024,1000
2000-05-01,ad,0.025,1000
2000-05-01,chow,0.435,1000
2000-05-01,ks,0.022,1000
2000-05-01,led,0.427,1000
2000-05-01,mwu,0.025,1000
2000-05-02,ad,0.029,1000
2000-05-02,chow,0.426,1000
2000-05-02,ks,0.027,1000
2000-05-02,led,0.424,1000
2000-05-02,mwu,0.029,1000
2000-05-03,ad,0.022,1000
2000-05-03,chow,0.426,1000
2000-05-03,ks,0.02,1000
2000-05-03,led,0.435,1000
2000-05-03,mwu,0.024,1000
2000-05-04,ad,0.018,1000
2000-05-04,chow,0.431,1000
2000-05-04,ks,0.021,1000
2000-05-04,led,0.436,1000
2000-05-04,mwu,0.019,1000
2000-05-05,ad,0.027,1000
2000-05-05,chow,0.438,1000
2000-05-05,ks,0.03,1000
2000-05-05,led,0.435,1000
2000-05-05,mwu,0.031,1000
2000-05-06,ad,0.025,1000
2000-05-06,chow,0.421,1000
2000-05-06,ks,0.022,1000
2000-05-06,led,0.434,1000
2000-05-06,mwu,0.029,1000
2000-05-07,ad,0.029,1000
2000-05-07,chow,0.418,1000
2000-05-07,ks,0.026,1000
2000-05-07,led,0.428,1000
2000-05-07,mwu,0.028,1000
2000-05-08,ad,0.019,1000
2000-05-08,chow,0.411,1000
2000-05-08,ks,0.026,1000
2000-05-08,led,0.429,1000
2000-05-08,mwu,0.022,1000
2000-05-09,ad,0.026,1000
2000-05-09,chow,0.407,1000
2000-05-09,ks,0.026,1000
2000-05-09,led,0.426,1000
2000-05-09,mwu,0.028,1000
2000-05-10,ad,0.027,1000
2000-05-10,chow,0.409,1000
2000-05-10,ks,0.03,1000
2000-05-10,led,0.428,1000
2000-05-10,mwu,0.027,1000
2000-05-11,ad,0.03,1000
2000-05-11,chow,0.408,1000
2000-05-11,ks,0.033,1000
2000-05-11,led,0.413,1000
2000-05-11,mwu,0.033,1000
2000-05-12,ad,0.03,1000
2000-05-12,chow,0.408,1000
2000-05-12,ks,0.026,1000
2000-05-12,led,0.421,1000
2000-05-12,mwu,0.033,1000
2000-05-13,ad,0.032,1000
2000-05-13,chow,0.413,1000
2000-05-13,ks,0.026,1000
2000-05-13,led,0.416,1000
2000-05-13,mwu,0.028,1000
2000-05-14,ad,0.032,1000
2000-05-14,chow,0.415,1000
2000-05-14,ks,0.031,1000
2000-05-14,led,0.425,1000
2000-05-14,mwu,0.034,1000
2000-05-15,ad,0.034,1000
2000-05-15,chow,0.427,1000
2000-05-15,ks,0.033,1000
2000-05-15,led,0.436,1000
2000-05-15,mwu,0.037,1000
2000-05-16,ad,0.031,1000
2000-05-16,chow,0.425,1000
2000-05-16,ks,0.028,1000
2000-05-16,led,0.433,1000
2000-05-16,mwu,0.032,1000
2000-05-17,ad,0.036,1000
2000-05-17,chow,0.418,1000
2000-05-17,ks,0.033,1000
2000-05-17,led,0.426,1000
2000-05-17,mwu,0.038,1000
2000-05-18,ad,0.034,1000
2000-05-18,chow,0.431,1000
2000-05-18,ks,0.035,1000
2000-05-18,led,0.438,1000
2000-05-18,mwu,0.034,1000
2000-05-19,ad,0.027,1000
2000-05-19,chow,0.448,1000
2000-05-19,ks,0.027,1000
2000-05-19,led,0.447,1000
2000-05-19,mwu,0.03,1000
2000-05-20,ad,0.042,1000
2000-05-20,chow,0.437,1000
2000-05-20,ks,0.035,1000
2000-05-20,led,0.452,1000
2000-05-20,mwu,0.035,1000
2000-05-21,ad,0.035,1000
2000-05-21,chow,0.444,1000
2000-05-21,ks,0.03,1000
2000-05-21,led,0.455,1000
2000-05-21,mwu,0.037,1000
2000-05-22,ad,0.037,1000
2000-05-22,chow,0.432,1000
2000-05-22,ks,0.032,1000
2000-05-22,led,0.461,1000
2000-05-22,mwu,0.035,1000
2000-05-23,ad,0.041,1000
2000-05-23,chow,0.438,1000
2000-05-23,ks,0.034,1000
2000-05-23,led,0.467,1000
2000-05-23,mwu,0.041,1000
2000-05-24,ad,0.041,1000
2000-05-24,chow,0.439,1000
2000-05-24,ks,0.033,1000
2000-05-24,led,0.477,1000
2000-05-24,mwu,0.043,1000
2000-05-25,ad,0.041,1000
2000-05-25,chow,0.439,1000
2000-05-25,ks,0.033,1000
2000-05-25,led,0.487,1000
2000-05-25,mwu,0.042,1000
2000-05-26,ad,0.046,1000
2000-05-26,chow,0.455,1000
2000-05-26,ks,0.036,1000
2000-05-26,led,0.497,1000
2000-05-26,mwu,0.047,1000
2000-05-27,ad,0.054,1000
2000-05-27,chow,0.456,1000
2000-05-27,ks,0.044,1000
2000-05-27,led,0.505,1000
2000-05-27,mwu,0.051,1000
2000-05-28,ad,0.049,1000
2000-05-28,chow,0.471,1000
2000-05-28,ks,0.042,1000
2000-05-28,led,0.529,1000
2000-05-28,mwu,0.05,1000
2000-05-29,ad,0.047,1000
2000-05-29,chow,0.478,1000
2000-05-29,ks,0.036,1000
2000-05-29,led,0.538,1000
2000-05-29,mwu,0.046,1000
2000-05-30,ad,0.054,1000
2000-05-30,chow,0.492,1000
2000-05-30,ks,0.055,1000
2000-05-30,led,0.548,1000
2000-05-30,mwu,0.052,1000
2000-05-31,ad,0.065,1000
2000-05-31,chow,0.511,1000
2000-05-31,ks,0.061,1000
2000-05-31,led,0.567,1000
2000-05-31,mwu,0.07,1000
2000-06-01,ad,0.066,1000
2000-06-01,chow,0.524,1000
2000-06-01,ks,0.059,1000
2000-06-01,led,0.597,1000
2000-06-01,mwu,0.067,1000
2000-06-02,ad,0.072,1000
2000-06-02,chow,0.547,1000
2000-06-02,ks,0.062,1000
2000-06-02,led,0.606,1000
2000-06-02,mwu,0.079,1000
2000-06-03,ad,0.09,1000
2000-06-03,chow,0.557,1000
2000-06-03,ks,0.066,1000
2000-06-03,led,0.626,1000
2000-06-03,mwu,0.091,1000
2000-06-04,ad,0.095,1000
2000-06-04,chow,0.584,1000
2000-06-04,ks,0.083,1000
2000-06-04,led,0.642,1000
2000-06-04,mwu,0.091,1000
2000-06-05,ad,0.112,1000
2000-06-05,chow,0.595,1000
2000-06-05,ks,0.1,1000
2000-06-05,led,0.668,1000
2000-06-05,mwu,0.112,1000
2000-06-06,ad,0.124,1000
2000-06-06,chow,0.603,1000
2000-06-06,ks,0.109,1000
2000-06-06,led,0.688,1000
2000-06-06,mwu,0.121,1000
2000-06-07,ad,0.14,1000
2000-06-07,chow,0.621,1000
2000-06-07,ks,0.128,1000
2000-06-07,led,0.71,1000
2000-06-07,mwu,0.145,1000
2000-06-08,ad,0.134,1000
2000-06-08,chow,0.629,1000
2000-06-08,ks,0.13,1000
2000-06-08,led,0.725,1000
2000-06-08,mwu,0.131,1000
2000-06-09,ad,0.164,1000
2000-06-09,chow,0.65,1000
2000-06-09,ks,0.145,1000
2000-06-09,led,0.749,1000
2000-06-09,mwu,0.167,1000
2000-06-10,ad,0.184,1000
2000-06-10,chow,0.664,1000
2000-06-10,ks,0.161,1000
2000-06-10,led,0.779,1000
2000-06-10,mwu,0.192,1000
2000-06-11,ad,0.216,1000
2000-06-11,chow,0.689,1000
2000-06-11,ks,0.166,1000
2000-06-11,led,0.799,1000
2000-06-11,mwu,0.218,1000
2000-06-12,ad,0.227,1000
2000-06-12,chow,0.698,1000
2000-06-12,ks,0.198,1000
2000-06-12,led,0.814,1000
2000-06-12,mwu,0.229,1000
2000-06-13,ad,0.252,1000
2000-06-13,chow,0.729,1000
2000-06-13,ks,0.208,1000
2000-06-13,led,0.849,1000
2000-06-13,mwu,0.255,1000
2000-06-14,ad,0.289,1000
2000-06-14,chow,0.743,1000
2000-06-14,ks,0.22,1000
2000-06-14,led,0.863,1000
2000-06-14,mwu,0.287,1000
2000-06-15,ad,0.331,1000
2000-06-15,chow,0.771,1000
2000-06-15,ks,0.266,1000
2000-06-15,led,0.887,1000
2000-06-15,mwu,0.341,1000
2000-06-16,ad,0.357,1000
2000-06-16,chow,0.784,1000
2000-06-16,ks,0.313,1000
2000-06-16,led,0.91,1000
2000-06-16,mwu,0.357,1000
2000-06-17,ad,0.377,1000
2000-06-17,chow,0.796,1000
2000-06-17,ks,0.326,1000
2000-06-17,led,0.926,1000
2000-06-17,mwu,0.387,1000
2000-06-18,ad,0.419,1000
2000-06-18,chow,0.803,1000
2000-06-18,ks,0.335,1000
2000-06-18,led,0.942,1000
2000-06-18,mwu,0.406,1000
2000-06-19,ad,0.442,1000
2000-06-19,chow,0.802,1000
2000-06-19,ks,0.379,1000
2000-06-19,led,0.943,1000
2000-06-19,mwu,0.442,1000
2000-06-20,ad,0.468,1000
2000-06-20,chow,0.813,1000
2000-06-20,ks,0.385,1000
2000-06-20,led,0.952,1000
2000-06-20,mwu,0.46,1000
2000-06-21,ad,0.496,1000
2000-06-21,chow,0.822,1000
2000-06-21,ks,0.402,1000
2000-06-21,led,0.962,1000
2000-06-21,mwu,0.498,1000
2000-06-22,ad,0.525,1000
2000-06-22,chow,0.829,1000
2000-06-22,ks,0.411,1000
2000-06-22,led,0.968,1000
2000-06-22,mwu,0.52,1000
2000-06-23,ad,0.539,1000
2000-06-23,chow,0.831,1000
2000-06-23,ks,0.439,1000
2000-06-23,led,0.985,1000
2000-06-23,mwu,0.525,1000
2000-06-24,ad,0.551,1000
2000-06-24,chow,0.843,1000
2000-06-24,ks,0.443,1000
2000-06-24,led,0.989,1000
2000-06-24,mwu,0.545,1000
2000-06-25,ad,0.541,1000
2000-06-25,chow,0.837,1000
2000-06-25,ks,0.431,1000
2000-06-25,led,0.989,1000
2000-06-25,mwu,0.53,1000
2000-06-26,ad,0.535,1000
2000-06-26,chow,0.838,1000
2000-06-26,ks,0.437,1000
2000-06-26,led,0.988,1000
2000-06-26,mwu,0.52,1000
2000-06-27,ad,0.517,1000
2000-06-27,chow,0.832,1000
2000-06-27,ks,0.44,1000
2000-06-27,led,0.993,1000
2000-06-27,mwu,0.507,1000
2000-06-28,ad,0.467,1000
2000-06-28,chow,0.825,1000
2000-06-28,ks,0.402,1000
2000-06-28,led,0.996,1000
2000-06-28,mwu,0.459,1000
2000-06-29,ad,0.432,1000
2000-06-29,chow,0.822,1000
2000-06-29,ks,0.356,1000
2000-06-29,led,0.993,1000
2000-06-29,mwu,0.421,1000
2000-06-30,ad,0.39,1000
2000-06-30,chow,0.815,1000
2000-06-30,ks,0.321,1000
2000-06-30,led,0.994,1000
2000-06-30,mwu,0.368,1000
2000-07-01,ad,0.349,1000
2000-07-01,chow,0.832,1000
2000-07-01,ks,0.277,1000
2000-07-01,led,0.994,1000
2000-07-01,mwu,0.338,1000
2000-07-02,ad,0.304,1000
2000-07-02,chow,0.847,1000
2000-07-02,ks,0.224,1000
2000-07-02,led,0.993,1000
2000-07-02,mwu,0.298,1000
2000-07-03,ad,0.255,1000
2000-07-03,chow,0.837,1000
2000-07-03,ks,0.194,1000
2000-07-03,led,0.987,1000
2000-07-03,mwu,0.243,1000
2000-07-04,ad,0.199,1000
2000-07-04,chow,0.842,1000
2000-07-04,ks,0.149,1000
2000-07-04,led,0.984,1000
2000-07-04,mwu,0.193,1000
2000-07-05,ad,0.165,1000
2000-07-05,chow,0.84,1000
2000-07-05,ks,0.137,1000
2000-07-05,led,0.982,1000
2000-07-05,mwu,0.164,1000
2000-07-06,ad,0.119,1000
2000-07-06,chow,0.845,1000
2000-07-06,ks,0.091,1000
2000-07-06,led,0.968,1000
2000-07-06,mwu,0.114,1000
2000-07-07,ad,0.083,1000
2000-07-07,chow,0.856,1000
2000-07-07,ks,0.069,1000
2000-07-07,led,0.949,1000
2000-07-07,mwu,0.082,1000
2000-07-08,ad,0.057,1000
2000-07-08,chow,0.844,1000
2000-07-08,ks,0.05,1000
2000-07-08,led,0.934,1000
2000-07-08,mwu,0.058,1000
2000-07-09,ad,0.037,1000
2000-07-09,chow,0.833,1000
2000-07-09,ks,0.031,1000
2000-07-09,led,0.894,1000
2000-07-09,mwu,0.036,1000
2000-07-10,ad,0.031,1000
2000-07-10,chow,0.792,1000
2000-07-10,ks,0.031,1000
2000-07-10,led,0.846,1000
2000-07-10,mwu,0.028,1000
2000-07-11,ad,0.019,1000
2000-07-11,chow,0.756,1000
2000-07-11,ks,0.018,1000
2000-07-11,led,0.778,1000
2000-07-11,mwu,0.018,1000
2000-07-12,ad,0.019,1000
2000-07-12,chow,0.683,1000
2000-07-12,ks,0.011,1000
2000-07-12,led,0.701,1000
2000-07-12,mwu,0.02,1000
2000-07-13,ad,0.009,1000
2000-07-13,chow,0.614,1000
2000-07-13,ks,0.007,1000
2000-07-13,led,0.614,1000
2000-07-13,mwu,0.007,1000
2000-07-14,ad,0.004,1000
2000-07-14,chow,0.552,1000
2000-07-14,ks,0.005,1000
2000-07-14,led,0.553,1000
2000-07-14,mwu,0.004,1000
2000-07-15,ad,0.004,1000
2000-07-15,chow,0.466,1000
2000-07-15,ks,0.002,1000
2000-07-15,led,0.452,1000
2000-07-15,mwu,0.002,1000
2000-07-16,ad,0.005,1000
2000-07-16,chow,0.382,1000
2000-07-16,ks,0.006,1000
2000-07-16,led,0.365,1000
2000-07-16,mwu,0.003,1000
2000-07-17,ad,0.002,1000
2000-07-17,chow,0.3,1000
2000-07-17,ks,0.002,1000
2000-07-17,led,0.28,1000
2000-07-17,mwu,0.003,1000
2000-07-18,ad,0.003,1000
2000-07-18,chow,0.224,1000
2000-07-18,ks,0.001,1000
2000-07-18,led,0.21,1000
2000-07-18,mwu,0.002,1000
2000-07-19,ad,0.001,1000
2000-07-19,chow,0.175,1000
2000-07-19,ks,0.0,1000
2000-07-19,led,0.162,1000
2000-07-19,mwu,0.001,1000
2000-07-20,ad,0.0,1000
2000-07-20,chow,0.14,1000
2000-07-20,ks,0.0,1000
2000-07-20,led,0.128,1000
2000-07-20,mwu,0.0,1000
2000-07-21,ad,0.001,1000
2000-07-21,chow,0.099,1000
2000-07-21,ks,0.0,1000
2000-07-21,led,0.085,1000
2000-07-21,mwu,0.0,1000
2000-07-22,ad,0.001,1000
2000-07-22,chow,0.074,1000
2000-07-22,ks,0.0,1000
2000-07-22,led,0.063,1000
2000-07-22,mwu,0.0,1000
2000-07-23,ad,0.0,1000
2000-07-23,chow,0.051,1000
2000-07-23,ks,0.0,1000
2000-07-23,led,0.04,1000
2000-07-23,mwu,0.0,1000
2000-07-24,ad,0.001,1000
2000-07-24,chow,0.036,1000
2000-07-24,ks,0.001,1000
2000-07-24,led,0.024,1000
2000-07-24,mwu,0.0,1000
2000-07-25,ad,0.0,1000
