date,test,detection_rate,n_iterations
2000-02-28,led,0.437,1000
2000-02-28,mwu,0.017,1000
2000-02-29,ad,0.018,1000
2000-02-29,chow,0.404,1000
2000-02-29,ks,0.019,1000
2000-02-29,led,0.428,1000
2000-02-29,mwu,0.016,1000
2000-03-01,ad,0.021,1000
2000-03-01,chow,0.411,1000
2000-03-01,ks,0.018,1000
2000-03-01,led,0.436,1000
2000-03-01,mwu,0.016,1000
2000-03-02,ad,0.024,1000
2000-03-02,chow,0.418,1000
2000-03-02,ks,0.015,1000
2000-03-02,led,0.433,1000
2000-03-02,mwu,0.02,1000
2000-03-03,ad,0.023,1000
2000-03-03,chow,0.409,1000
2000-03-03,ks,0.028,1000
2000-03-03,led,0.445,1000
2000-03-03,mwu,0.021,1000
2000-03-04,ad,0.016,1000
2000-03-04,chow,0.418,1000
2000-03-04,ks,0.02,1000
2000-03-04,led,0.441,1000
2000-03-04,mwu,0.018,1000
2000-03-05,ad,0.018,1000
2000-03-05,chow,0.414,1000
2000-03-05,ks,0.022,1000
2000-03-05,led,0.438,1000
2000-03-05,mwu,0.027,1000
2000-03-06,ad,0.02,1000
2000-03-06,chow,0.416,1000
2000-03-06,ks,0.017,1000
2000-03-06,led,0.435,1000
2000-03-06,mwu,0.024,1000
2000-03-07,ad,0.023,1000
2000-03-07,chow,0.409,1000
2000-03-07,ks,0.022,1000
2000-03-07,led,0.43,1000
2000-03-07,mwu,0.019,1000
2000-03-08,ad,0.023,1000
2000-03-08,chow,0.411,1000
2000-03-08,ks,0.03,1000
2000-03-08,led,0.43,1000
2000-03-08,mwu,0.021,1000
2000-03-09,ad,0.027,1000
2000-03-09,chow,0.389,1000
2000-03-09,ks,0.029,1000
2000-03-09,led,0.426,1000
2000-03-09,mwu,0.03,1000
2000-03-10,ad,0.033,1000
2000-03-10,chow,0.419,1000
2000-03-10,ks,0.025,1000
2000-03-10,led,0.433,1000
2000-03-10,mwu,0.033,1000
2000-03-11,ad,0.028,1000
2000-03-11,chow,0.413,1000
2000-03-11,ks,0.027,1000
2000-03-11,led,0.439,1000
2000-03-11,mwu,0.03,1000
2000-03-12,ad,0.026,1000
2000-03-12,chow,0.414,1000
2000-03-12,ks,0.024,1000
2000-03-12,led,0.427,1000
2000-03-12,mwu,0.03,1000
2000-03-13,ad,0.034,1000
2000-03-13,chow,0.424,1000
2000-03-13,ks,0.027,1000
2000-03-13,led,0.42,1000
2000-03-13,mwu,0.032,1000
2000-03-14,ad,0.023,1000
2000-03-14,chow,0.425,1000
2000-03-14,ks,0.026,1000
2000-03-14,led,0.423,1000
2000-03-14,mwu,0.019,1000
2000-03-15,ad,0.022,1000
2000-03-15,chow,0.416,1000
2000-03-15,ks,0.019,1000
2000-03-15,led,0.414,1000
2000-03-15,mwu,0.02,1000
2000-03-16,ad,0.021,1000
2000-03-16,chow,0.392,1000
2000-03-16,ks,0.019,1000
2000-03-16,led,0.406,1000
2000-03-16,mwu,0.02,1000
2000-03-17,ad,0.015,1000
2000-03-17,chow,0.391,1000
2000-03-17,ks,0.025,1000
2000-03-17,led,0.411,1000
2000-03-17,mwu,0.015,1000
2000-03-18,ad,0.027,1000
2000-03-18,chow,0.389,1000
2000-03-18,ks,0.02,1000
2000-03-18,led,0.411,1000
2000-03-18,mwu,0.021,1000
2000-03-19,ad,0.022,1000
2000-03-19,chow,0.392,1000
2000-03-19,ks,0.018,1000
2000-03-19,led,0.41,1000
2000-03-19,mwu,0.022,1000
2000-03-20,ad,0.027,1000
2000-03-20,chow,0.392,1000
2000-03-20,ks,0.028,1000
2000-03-20,led,0.42,1000
2000-03-20,mwu,0.031,1000
2000-03-21,ad,0.029,1000
2000-03-21,chow,0.397,1000
2000-03-21,ks,0.031,1000
2000-03-21,led,0.429,1000
2000-03-21,mwu,0.034,1000
2000-03-22,ad,0.026,1000
2000-03-22,chow,0.415,1000
2000-03-22,ks,0.024,1000
2000-03-22,led,0.437,1000
2000-03-22,mwu,0.028,1000
2000-03-23,ad,0.019,1000
2000-03-23,chow,0.404,1000
2000-03-23,ks,0.014,1000
2000-03-23,led,0.426,1000
2000-03-23,mwu,0.024,1000
2000-03-24,ad,0.025,1000
2000-03-24,chow,0.411,1000
2000-03-24,ks,0.019,1000
2000-03-24,led,0.428,1000
2000-03-24,mwu,0.026,1000
2000-03-25,ad,0.022,1000
2000-03-25,chow,0.404,1000
2000-03-25,ks,0.019,1000
2000-03-25,led,0.423,1000
2000-03-25,mwu,0.025,1000
2000-03-26,ad,0.025,1000
2000-03-26,chow,0.403,1000
2000-03-26,ks,0.02,1000
2000-03-26,led,0.426,1000
2000-03-26,mwu,0.026,1000
2000-03-27,ad,0.022,1000
2000-03-27,chow,0.4,1000
2000-03-27,ks,0.024,1000
2000-03-27,led,0.417,1000
2000-03-27,mwu,0.02,1000
2000-03-28,ad,0.02,1000
2000-03-28,chow,0.394,1000
2000-03-28,ks,0.018,1000
2000-03-28,led,0.421,1000
2000-03-28,mwu,0.016,1000
2000-03-29,ad,0.017,1000
2000-03-29,chow,0.413,1000
2000-03-29,ks,0.016,1000
2000-03-29,led,0.423,1000
2000-03-29,mwu,0.018,1000
2000-03-30,ad,0.025,1000
2000-03-30,chow,0.417,1000
2000-03-30,ks,0.022,1000
2000-03-30,led,0.426,1000
2000-03-30,mwu,0.024,1000
2000-03-31,ad,0.021,1000
2000-03-31,chow,0.415,1000
2000-03-31,ks,0.016,1000
2000-03-31,led,0.422,1000
2000-03-31,mwu,0.023,1000
2000-04-01,ad,0.024,1000
2000-04-01,chow,0.418,1000
2000-04-01,ks,0.017,1000
2000-04-01,led,0.427,1000
2000-04-01,mwu,0.022,1000
2000-04-02,ad,0.026,1000
2000-04-02,chow,0.411,1000
2000-04-02,ks,0.022,1000
2000-04-02,led,0.417,1000
2000-04-02,mwu,0.026,1000
2000-04-03,ad,0.028,1000
2000-04-03,chow,0.399,1000
2000-04-03,ks,0.022,1000
2000-04-03,led,0.414,1000
2000-04-03,mwu,0.028,1000
2000-04-04,ad,0.027,1000
2000-04-04,chow,0.398,1000
2000-04-04,ks,0.023,1000
2000-04-04,led,0.41,1000
2000-04-04,mwu,0.027,1000
2000-04-05,ad,0.028,1000
2000-04-05,chow,0.403,1000
2000-04-05,ks,0.027,1000
2000-04-05,led,0.424,1000
2000-04-05,mwu,0.033,1000
2000-04-06,ad,0.035,1000
2000-04-06,chow,0.413,1000
2000-04-06,ks,0.027,1000
2000-04-06,led,0.432,1000
2000-04-06,mwu,0.033,1000
2000-04-07,ad,0.02,1000
2000-04-07,chow,0.411,1000
2000-04-07,ks,0.016,1000
2000-04-07,led,0.425,1000
2000-04-07,mwu,0.021,1000
2000-04-08,ad,0.021,1000
2000-04-08,chow,0.402,1000
2000-04-08,ks,0.019,1000
2000-04-08,led,0.417,1000
2000-04-08,mwu,0.019,1000
2000-04-09,ad,0.022,1000
2000-04-09,chow,0.392,1000
2000-04-09,ks,0.017,1000
2000-04-09,led,0.403,1000
2000-04-09,mwu,0.023,1000
2000-04-10,ad,0.02,1000
2000-04-10,chow,0.398,1000
2000-04-10,ks,0.019,1000
2000-04-10,led,0.401,1000
2000-04-10,mwu,0.02,1000
2000-04-11,ad,0.02,1000
2000-04-11,chow,0.392,1000
2000-04-11,ks,0.018,1000
2000-04-11,led,0.411,1000
2000-04-11,mwu,0.023,1000
2000-04-12,ad,0.026,1000
2000-04-12,chow,0.382,1000
2000-04-12,ks,0.018,1000
2000-04-12,led,0.399,1000
2000-04-12,mwu,0.027,1000
2000-04-13,ad,0.027,1000
2000-04-13,chow,0.376,1000
2000-04-13,ks,0.018,1000
2000-04-13,led,0.399,1000
2000-04-13,mwu,0.027,1000
2000-04-14,ad,0.023,1000
2000-04-14,chow,0.383,1000
2000-04-14,ks,0.025,1000
2000-04-14,led,0.407,1000
2000-04-14,mwu,0.023,1000
2000-04-15,ad,0.023,1000
2000-04-15,chow,0.394,1000
2000-04-15,ks,0.026,1000
2000-04-15,led,0.41,1000
2000-04-15,mwu,0.024,1000
2000-04-16,ad,0.028,1000
2000-04-16,chow,0.41,1000
2000-04-16,ks,0.031,1000
2000-04-16,led,0.426,1000
2000-04-16,mwu,0.029,1000
2000-04-17,ad,0.021,1000
2000-04-17,chow,0.405,1000
2000-04-17,ks,0.026,1000
2000-04-17,led,0.409,1000
2000-04-17,mwu,0.024,1000
2000-04-18,ad,0.027,1000
2000-04-18,chow,0.404,1000
2000-04-18,ks,0.031,1000
2000-04-18,led,0.421,1000
2000-04-18,mwu,0.029,1000
2000-04-19,ad,0.03,1000
2000-04-19,chow,0.407,1000
2000-04-19,ks,0.031,1000
2000-04-19,led,0.407,1000
2000-04-19,mwu,0.028,1000
2000-04-20,ad,0.034,1000
2000-04-20,chow,0.418,1000
2000-04-20,ks,0.036,1000
2000-04-20,led,0.418,1000
2000-04-20,mwu,0.036,1000
2000-04-21,ad,0.042,1000
2000-04-21,chow,0.419,1000
2000-04-21,ks,0.032,1000
2000-04-21,led,0.419,1000
2000-04-21,mwu,0.042,1000
2000-04-22,ad,0.033,1000
2000-04-22,chow,0.425,1000
2000-04-22,ks,0.03,1000
2000-04-22,led,0.432,1000
2000-04-22,mwu,0.038,1000
2000-04-23,ad,0.039,1000
2000-04-23,chow,0.416,1000
2000-04-23,ks,0.032,1000
2000-04-23,led,0.427,1000
2000-04-23,mwu,0.04,1000
2000-04-24,ad,0.025,1000
2000-04-24,chow,0.42,1000
2000-04-24,ks,0.031,1000
2000-04-24,led,0.434,1000
2000-04-24,mwu,0.025,1000
2000-04-25,ad,0.028,1000
2000-04-25,chow,0.406,1000
2000-04-25,ks,0.032,1000
2000-04-25,led,0.432,1000
2000-04-25,mwu,0.032,1000
2000-04-26,ad,0.03,1000
2000-04-26,chow,0.411,1000
2000-04-26,ks,0.029,1000
2000-04-26,led,0.441,1000
2000-04-26,mwu,0.032,1000
2000-04-27,ad,0.028,1000
2000-04-27,chow,0.419,1000
2000-04-27,ks,0.028,1000
2000-04-27,led,0.44,1000
2000-04-27,mwu,0.025,1000
2000-04-28,ad,0.02,1000
2000-04-28,chow,0.417,1000
2000-04-28,ks,0.02,1000
2000-04-28,led,0.457,1000
2000-04-28,mwu,0.022,1000
2000-04-29,ad,0.021,1000
2000-04-29,chow,0.423,1000
2000-04-29,ks,0.022,1000
2000-04-29,led,0.447,1000
2000-04-29,mwu,0.021,1000
2000-04-30,ad,0.023,1000
2000-04-30,chow,0.427,1000
2000-04-30,ks,0.024,1000
2000-04-30,led,0.447,1000
2000-04-30,mwu,0.024,1000
2000-05-01,ad,0.027,1000
2000-05-01,chow,0.426,1000
2000-05-01,ks,0.029,1000
2000-05-01,led,0.445,1000
2000-05-01,mwu,0.026,1000
2000-05-02,ad,0.019,1000
2000-05-02,chow,0.425,1000
2000-05-02,ks,0.027,1000
2000-05-02,led,0.456,1000
2000-05-02,mwu,0.025,1000
2000-05-03,ad,0.032,1000
2000-05-03,chow,0.444,1000
2000-05-03,ks,0.028,1000
2000-05-03,led,0.471,1000
2000-05-03,mwu,0.029,1000
2000-05-04,ad,0.027,1000
2000-05-04,chow,0.444,1000
2000-05-04,ks,0.041,1000
2000-05-04,led,0.475,1000
2000-05-04,mwu,0.027,1000
2000-05-05,ad,0.026,1000
2000-05-05,chow,0.451,1000
2000-05-05,ks,0.03,1000
2000-05-05,led,0.484,1000
2000-05-05,mwu,0.027,1000
2000-05-06,ad,0.025,1000
2000-05-06,chow,0.442,1000
2000-05-06,ks,0.029,1000
2000-05-06,led,0.485,1000
2000-05-06,mwu,0.029,1000
2000-05-07,ad,0.03,1000
2000-05-07,chow,0.457,1000
2000-05-07,ks,0.033,1000
2000-05-07,led,0.5,1000
2000-05-07,mwu,0.035,1000
2000-05-08,ad,0.037,1000
2000-05-08,chow,0.471,1000
2000-05-08,ks,0.03,1000
2000-05-08,led,0.501,1000
2000-05-08,mwu,0.037,1000
2000-05-09,ad,0.043,1000
2000-05-09,chow,0.481,1000
2000-05-09,ks,0.036,1000
2000-05-09,led,0.516,1000
2000-05-09,mwu,0.046,1000
2000-05-10,ad,0.035,1000
2000-05-10,chow,0.481,1000
2000-05-10,ks,0.035,1000
2000-05-10,led,0.516,1000
2000-05-10,mwu,0.035,1000
2000-05-11,ad,0.041,1000
2000-05-11,chow,0.481,1000
2000-05-11,ks,0.038,1000
2000-05-11,led,0.517,1000
2000-05-11,mwu,0.039,1000
2000-05-12,ad,0.038,1000
2000-05-12,chow,0.489,1000
2000-05-12,ks,0.041,1000
2000-05-12,led,0.54,1000
2000-05-12,mwu,0.044,1000
2000-05-13,ad,0.04,1000
2000-05-13,chow,0.491,1000
2000-05-13,ks,0.037,1000
2000-05-13,led,0.549,1000
2000-05-13,mwu,0.042,1000
2000-05-14,ad,0.047,1000
2000-05-14,chow,0.499,1000
2000-05-14,ks,0.035,1000
2000-05-14,led,0.564,1000
2000-05-14,mwu,0.041,1000
2000-05-15,ad,0.043,1000
2000-05-15,chow,0.489,1000
2000-05-15,ks,0.03,1000
2000-05-15,led,0.556,1000
2000-05-15,mwu,0.04,1000
2000-05-16,ad,0.045,1000
2000-05-16,chow,0.481,1000
2000-05-16,ks,0.034,1000
2000-05-16,led,0.559,1000
2000-05-16,mwu,0.045,1000
2000-05-17,ad,0.047,1000
2000-05-17,chow,0.487,1000
2000-05-17,ks,0.036,1000
2000-05-17,led,0.558,1000
2000-05-17,mwu,0.054,1000
2000-05-18,ad,0.054,1000
2000-05-18,chow,0.487,1000
2000-05-18,ks,0.046,1000
2000-05-18,led,0.575,1000
2000-05-18,mwu,0.052,1000
2000-05-19,ad,0.05,1000
2000-05-19,chow,0.511,1000
2000-05-19,ks,0.047,1000
2000-05-19,led,0.583,1000
2000-05-19,mwu,0.049,1000
2000-05-20,ad,0.054,1000
2000-05-20,chow,0.521,1000
2000-05-20,ks,0.058,1000
2000-05-20,led,0.594,1000
2000-05-20,mwu,0.057,1000
2000-05-21,ad,0.066,1000
2000-05-21,chow,0.531,1000
2000-05-21,ks,0.067,1000
2000-05-21,led,0.62,1000
2000-05-21,mwu,0.074,1000
2000-05-22,ad,0.086,1000
2000-05-22,chow,0.538,1000
2000-05-22,ks,0.08,1000
2000-05-22,led,0.639,1000
2000-05-22,mwu,0.091,1000
2000-05-23,ad,0.11,1000
2000-05-23,chow,0.57,1000
2000-05-23,ks,0.096,1000
2000-05-23,led,0.662,1000
2000-05-23,mwu,0.11,1000
2000-05-24,ad,0.136,1000
2000-05-24,chow,0.591,1000
2000-05-24,ks,0.104,1000
2000-05-24,led,0.692,1000
2000-05-24,mwu,0.132,1000
2000-05-25,ad,0.173,1000
2000-05-25,chow,0.605,1000
2000-05-25,ks,0.142,1000
2000-05-25,led,0.73,1000
2000-05-25,mwu,0.169,1000
2000-05-26,ad,0.219,1000
2000-05-26,chow,0.638,1000
2000-05-26,ks,0.185,1000
2000-05-26,led,0.769,1000
2000-05-26,mwu,0.212,1000
2000-05-27,ad,0.254,1000
2000-05-27,chow,0.676,1000
2000-05-27,ks,0.226,1000
2000-05-27,led,0.808,1000
2000-05-27,mwu,0.248,1000
2000-05-28,ad,0.303,1000
2000-05-28,chow,0.705,1000
2000-05-28,ks,0.262,1000
2000-05-28,led,0.832,1000
2000-05-28,mwu,0.308,1000
2000-05-29,ad,0.37,1000
2000-05-29,chow,0.73,1000
2000-05-29,ks,0.327,1000
2000-05-29,led,0.856,1000
2000-05-29,mwu,0.373,1000
2000-05-30,ad,0.45,1000
2000-05-30,chow,0.759,1000
2000-05-30,ks,0.388,1000
2000-05-30,led,0.884,1000
2000-05-30,mwu,0.446,1000
2000-05-31,ad,0.525,1000
2000-05-31,chow,0.794,1000
2000-05-31,ks,0.435,1000
2000-05-31,led,0.917,1000
2000-05-31,mwu,0.526,1000
2000-06-01,ad,0.591,1000
2000-06-01,chow,0.818,1000
2000-06-01,ks,0.508,1000
2000-06-01,led,0.931,1000
2000-06-01,mwu,0.582,1000
2000-06-02,ad,0.668,1000
2000-06-02,chow,0.845,1000
2000-06-02,ks,0.582,1000
2000-06-02,led,0.954,1000
2000-06-02,mwu,0.648,1000
2000-06-03,ad,0.73,1000
2000-06-03,chow,0.869,1000
2000-06-03,ks,0.657,1000
2000-06-03,led,0.966,1000
2000-06-03,mwu,0.722,1000
2000-06-04,ad,0.784,1000
2000-06-04,chow,0.894,1000
2000-06-04,ks,0.718,1000
2000-06-04,led,0.973,1000
2000-06-04,mwu,0.773,1000
2000-06-05,ad,0.829,1000
2000-06-05,chow,0.91,1000
2000-06-05,ks,0.778,1000
2000-06-05,led,0.981,1000
2000-06-05,mwu,0.821,1000
2000-06-06,ad,0.871,1000
2000-06-06,chow,0.926,1000
2000-06-06,ks,0.83,1000
2000-06-06,led,0.981,1000
2000-06-06,mwu,0.864,1000
2000-06-07,ad,0.911,1000
2000-06-07,chow,0.933,1000
2000-06-07,ks,0.875,1000
2000-06-07,led,0.987,1000
2000-06-07,mwu,0.899,1000
2000-06-08,ad,0.931,1000
2000-06-08,chow,0.938,1000
2000-06-08,ks,0.894,1000
2000-06-08,led,0.989,1000
2000-06-08,mwu,0.925,1000
2000-06-09,ad,0.948,1000
2000-06-09,chow,0.939,1000
2000-06-09,ks,0.925,1000
2000-06-09,led,0.993,1000
2000-06-09,mwu,0.942,1000
2000-06-10,ad,0.962,1000
2000-06-10,chow,0.959,1000
2000-06-10,ks,0.946,1000
2000-06-10,led,0.995,1000
2000-06-10,mwu,0.954,1000
2000-06-11,ad,0.978,1000
2000-06-11,chow,0.965,1000
2000-06-11,ks,0.966,1000
2000-06-11,led,0.997,1000
2000-06-11,mwu,0.979,1000
2000-06-12,ad,0.989,1000
2000-06-12,chow,0.971,1000
2000-06-12,ks,0.984,1000
2000-06-12,led,0.998,1000
2000-06-12,mwu,0.988,1000
2000-06-13,ad,0.992,1000
2000-06-13,chow,0.981,1000
2000-06-13,ks,0.987,1000
2000-06-13,led,0.999,1000
2000-06-13,mwu,0.991,1000
2000-06-14,ad,0.997,1000
2000-06-14,chow,0.99,1000
2000-06-14,ks,0.991,1000
2000-06-14,led,0.997,1000
2000-06-14,mwu,0.997,1000
2000-06-15,ad,0.998,1000
2000-06-15,chow,0.992,1000
2000-06-15,ks,0.994,1000
2000-06-15,led,0.998,1000
2000-06-15,mwu,0.998,1000
2000-06-16,ad,0.998,1000
2000-06-16,chow,0.992,1000
2000-06-16,ks,0.999,1000
2000-06-16,led,1.0,1000
2000-06-16,mwu,0.999,1000
2000-06-17,ad,0.999,1000
2000-06-17,chow,0.995,1000
2000-06-17,ks,0.999,1000
2000-06-17,led,1.0,1000
2000-06-17,mwu,0.998,1000
2000-06-18,ad,1.0,1000
2000-06-18,chow,0.997,1000
2000-06-18,ks,0.999,1000
2000-06-18,led,1.0,1000
2000-06-18,mwu,1.0,1000
2000-06-19,ad,1.0,1000
2000-06-19,chow,0.999,1000
2000-06-19,ks,1.0,1000
2000-06-19,led,1.0,1000
2000-06-19,mwu,1.0,1000
2000-06-20,ad,1.0,1000
2000-06-20,chow,0.997,1000
2000-06-20,ks,1.0,1000
2000-06-20,led,1.0,1000
2000-06-20,mwu,1.0,1000
2000-06-21,ad,1.0,1000
2000-06-21,chow,0.999,1000
2000-06-21,ks,1.0,1000
2000-06-21,led,0.999,1000
2000-06-21,mwu,1.0,1000
2000-06-22,ad,1.0,1000
2000-06-22,chow,1.0,1000
2000-06-22,ks,1.0,1000
2000-06-22,led,1.0,1000
2000-06-22,mwu,1.0,1000
2000-06-23,ad,1.0,1000
2000-06-23,chow,0.997,1000
2000-06-23,ks,1.0,1000
2000-06-23,led,0.998,1000
2000-06-23,mwu,1.0,1000
2000-06-24,ad,1.0,1000
2000-06-24,chow,0.989,1000
2000-06-24,ks,1.0,1000
2000-06-24,led,0.991,1000
2000-06-24,mwu,1.0,1000
2000-06-25,ad,1.0,1000
2000-06-25,chow,0.988,1000
2000-06-25,ks,1.0,1000
2000-06-25,led,0.981,1000
2000-06-25,mwu,1.0,1000
2000-06-26,ad,1.0,1000
2000-06-26,chow,0.99,1000
2000-06-26,ks,1.0,1000
2000-06-26,led,0.972,1000
2000-06-26,mwu,1.0,1000
2000-06-27,ad,1.0,1000
2000-06-27,chow,0.988,1000
2000-06-27,ks,0.999,1000
2000-06-27,led,0.958,1000
2000-06-27,mwu,1.0,1000
2000-06-28,ad,0.999,1000
2000-06-28,chow,0.981,1000
2000-06-28,ks,0.999,1000
2000-06-28,led,0.962,1000
2000-06-28,mwu,0.999,1000
2000-06-29,ad,0.999,1000
2000-06-29,chow,0.978,1000
2000-06-29,ks,0.998,1000
2000-06-29,led,0.953,1000
2000-06-29,mwu,0.999,1000
2000-06-30,ad,0.994,1000
2000-06-30,chow,0.976,1000
2000-06-30,ks,0.985,1000
2000-06-30,led,0.955,1000
2000-06-30,mwu,0.986,1000
2000-07-01,ad,0.972,1000
2000-07-01,chow,0.981,1000
2000-07-01,ks,0.943,1000
2000-07-01,led,0.954,1000
2000-07-01,mwu,0.956,1000
2000-07-02,ad,0.94,1000
2000-07-02,chow,0.984,1000
2000-07-02,ks,0.901,1000
2000-07-02,led,0.959,1000
2000-07-02,mwu,0.91,1000
2000-07-03,ad,0.876,1000
2000-07-03,chow,0.987,1000
2000-07-03,ks,0.812,1000
2000-07-03,led,0.965,1000
2000-07-03,mwu,0.837,1000
2000-07-04,ad,0.785,1000
2000-07-04,chow,0.994,1000
2000-07-04,ks,0.709,1000
2000-07-04,led,0.968,1000
2000-07-04,mwu,0.729,1000
2000-07-05,ad,0.671,1000
2000-07-05,chow,0.995,1000
2000-07-05,ks,0.599,1000
2000-07-05,led,0.983,1000
2000-07-05,mwu,0.621,1000
2000-07-06,ad,0.565,1000
2000-07-06,chow,0.994,1000
2000-07-06,ks,0.488,1000
2000-07-06,led,0.987,1000
2000-07-06,mwu,0.509,1000
2000-07-07,ad,0.444,1000
2000-07-07,chow,0.995,1000
2000-07-07,ks,0.383,1000
2000-07-07,led,0.985,1000
2000-07-07,mwu,0.398,1000
2000-07-08,ad,0.334,1000
2000-07-08,chow,0.995,1000
2000-07-08,ks,0.29,1000
2000-07-08,led,0.988,1000
2000-07-08,mwu,0.298,1000
2000-07-09,ad,0.261,1000
2000-07-09,chow,0.978,1000
2000-07-09,ks,0.209,1000
2000-07-09,led,0.973,1000
2000-07-09,mwu,0.228,1000
2000-07-10,ad,0.197,1000
2000-07-10,chow,0.943,1000
2000-07-10,ks,0.153,1000
2000-07-10,led,0.933,1000
2000-07-10,mwu,0.16,1000
2000-07-11,ad,0.137,1000
2000-07-11,chow,0.896,1000
2000-07-11,ks,0.105,1000
2000-07-11,led,0.879,1000
2000-07-11,mwu,0.109,1000
2000-07-12,ad,0.088,1000
2000-07-12,chow,0.814,1000
2000-07-12,ks,0.06,1000
2000-07-12,led,0.793,1000
2000-07-12,mwu,0.07,1000
2000-07-13,ad,0.054,1000
2000-07-13,chow,0.691,1000
2000-07-13,ks,0.041,1000
2000-07-13,led,0.668,1000
2000-07-13,mwu,0.048,1000
2000-07-14,ad,0.036,1000
2000-07-14,chow,0.588,1000
2000-07-14,ks,0.026,1000
2000-07-14,led,0.563,1000
2000-07-14,mwu,0.03,1000
2000-07-15,ad,0.023,1000
2000-07-15,chow,0.472,1000
2000-07-15,ks,0.012,1000
2000-07-15,led,0.448,1000
2000-07-15,mwu,0.014,1000
2000-07-16,ad,0.012,1000
2000-07-16,chow,0.358,1000
2000-07-16,ks,0.008,1000
2000-07-16,led,0.341,1000
2000-07-16,mwu,0.01,1000
2000-07-17,ad,0.006,1000
2000-07-17,chow,0.266,1000
2000-07-17,ks,0.003,1000
2000-07-17,led,0.257,1000
2000-07-17,mwu,0.003,1000
2000-07-18,ad,0.003,1000
2000-07-18,chow,0.207,1000
2000-07-18,ks,0.002,1000
2000-07-18,led,0.186,1000
2000-07-18,mwu,0.002,1000
2000-07-19,ad,0.001,1000
2000-07-19,chow,0.141,1000
2000-07-19,ks,0.001,1000
2000-07-19,led,0.128,1000
2000-07-19,mwu,0.001,1000
2000-07-20,ad,0.001,1000
2000-07-20,chow,0.093,1000
2000-07-20,ks,0.0,1000
2000-07-20,led,0.085,1000
2000-07-20,mwu,0.0,1000
2000-07-21,ad,0.0,1000
2000-07-21,chow,0.056,1000
2000-07-21,ks,0.0,1000
2000-07-21,led,0.053,1000
2000-07-21,mwu,0.0,1000
2000-07-22,ad,0.0,1000
2000-07-22,chow,0.038,1000
2000-07-22,ks,0.0,1000
2000-07-22,led,0.035,1000
2000-07-22,mwu,0.0,1000
2000-07-23,ad,0.0,1000
2000-07-23,chow,0.025,1000
2000-07-23,ks,0.0,1000
2000-07-23,led,0.021,1000
2000-07-23,mwu,0.0,1000
2000-07-24,ad,0.0,1000
2000-07-24,chow,0.01,1000
2000-07-24,ks,0.0,1000
2000-07-24,led,0.009,1000
2000-07-24,mwu,0.0,1000
2000-07-25,ad,0.0,1000
